OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_CAL1,SOL_PH1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_CAL2,SOL_PH2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_CAL3,SOL_PH3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_CAL4,SOL_PH4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_CAL5,SOL_PH5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_CAL6,SOL_PH6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_CAL7,SOL_PH7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_CAL8,SOL_PH8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_CAL9,SOL_PH9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10,SOL_CAL10,SOL_PH10
642,,1,s642,,1,3,A,1500,0.5,0.5,,250,1.50470320295284,0.177513187155932,14.2916249366114,0.831395348837209,5.86388888888889,19.615,74.5211111111111,0,0.163169379430942,0.207765710489874,0,0,0,750,1.61683371455878,0.159991128569415,6.20170576164585,0.412790697674419,12.06640625,25.393125,62.54046875,0,0.16823099226333,0.253644663897002,0,0,0,1500,1.72489846827893,0.141313162797498,6.90430502949343,0.0755813953488372,12.06640625,25.393125,62.54046875,0,0.168416118774349,0.255589385973224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,,1,s643,,1,3,A,1500,0.5,0.5,,250,1.50470320295284,0.177513187155932,14.2916249366114,0.831395348837209,5.86388888888889,19.615,74.5211111111111,0,0.163169379430942,0.207765710489874,0,0,0,750,1.61683371455878,0.159991128569415,6.20170576164585,0.412790697674419,12.06640625,25.393125,62.54046875,0,0.16823099226333,0.253644663897002,0,0,0,1500,1.72489846827893,0.141313162797498,6.90430502949343,0.0755813953488372,12.06640625,25.393125,62.54046875,0,0.168416118774349,0.255589385973224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,,1,s644,,1,3,B,1500,0.5,0.5,,250,1.53980769018624,0.172644241398072,11.1214169781355,0.627906976744186,5.86388888888889,19.615,74.5211111111111,0,0.164162320717496,0.213287426060631,0,0,0,750,1.6409923916859,0.155590430663251,8.24739207654821,0.313953488372093,12.06640625,25.393125,62.54046875,0,0.166905978767898,0.254530411874943,0,0,0,1500,1.73483546139095,0.140083012133583,7.68312179611647,0.0581395348837209,12.06640625,25.393125,62.54046875,0,0.170100815816485,0.255628650239758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,,1,s645,,1,3,C,1500,0.5,0.5,,250,1.53980769018624,0.172644241398072,11.1214169781355,0.627906976744186,5.86388888888889,19.615,74.5211111111111,0,0.164162320717496,0.213287426060631,0,0,0,750,1.6409923916859,0.155590430663251,8.24739207654821,0.313953488372093,12.06640625,25.393125,62.54046875,0,0.166905978767898,0.254530411874943,0,0,0,1500,1.73483546139095,0.140083012133583,7.68312179611647,0.0581395348837209,12.06640625,25.393125,62.54046875,0,0.170100815816485,0.255628650239758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,,1,s646,,1,3,C,1500,0.5,0.5,,250,1.53980769018624,0.172644241398072,11.1214169781355,0.627906976744186,5.86388888888889,19.615,74.5211111111111,0,0.164162320717496,0.213287426060631,0,0,0,750,1.6409923916859,0.155590430663251,8.24739207654821,0.313953488372093,12.06640625,25.393125,62.54046875,0,0.166905978767898,0.254530411874943,0,0,0,1500,1.73483546139095,0.140083012133583,7.68312179611647,0.0581395348837209,12.06640625,25.393125,62.54046875,0,0.170100815816485,0.255628650239758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,,1,s647,,1,3,B,1500,0.5,0.5,,250,1.53980769018624,0.172644241398072,11.1214169781355,0.627906976744186,5.86388888888889,19.615,74.5211111111111,0,0.164162320717496,0.213287426060631,0,0,0,750,1.6409923916859,0.155590430663251,8.24739207654821,0.313953488372093,12.06640625,25.393125,62.54046875,0,0.166905978767898,0.254530411874943,0,0,0,1500,1.73483546139095,0.140083012133583,7.68312179611647,0.0581395348837209,12.06640625,25.393125,62.54046875,0,0.170100815816485,0.255628650239758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,,1,s648,,1,3,C,1500,0.5,0.5,,250,1.53980769018624,0.172644241398072,11.1214169781355,0.627906976744186,5.86388888888889,19.615,74.5211111111111,0,0.164162320717496,0.213287426060631,0,0,0,750,1.6409923916859,0.155590430663251,8.24739207654821,0.313953488372093,12.06640625,25.393125,62.54046875,0,0.166905978767898,0.254530411874943,0,0,0,1500,1.73483546139095,0.140083012133583,7.68312179611647,0.0581395348837209,12.06640625,25.393125,62.54046875,0,0.170100815816485,0.255628650239758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,,1,s649,,1,3,B,1500,0.5,0.5,,250,1.53980769018624,0.172644241398072,11.1214169781355,0.627906976744186,5.86388888888889,19.615,74.5211111111111,0,0.164162320717496,0.213287426060631,0,0,0,750,1.6409923916859,0.155590430663251,8.24739207654821,0.313953488372093,12.06640625,25.393125,62.54046875,0,0.166905978767898,0.254530411874943,0,0,0,1500,1.73483546139095,0.140083012133583,7.68312179611647,0.0581395348837209,12.06640625,25.393125,62.54046875,0,0.170100815816485,0.255628650239758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,,1,s650,,1,3,C,1500,0.5,0.5,,250,1.53980769018624,0.172644241398072,11.1214169781355,0.627906976744186,5.86388888888889,19.615,74.5211111111111,0,0.164162320717496,0.213287426060631,0,0,0,750,1.6409923916859,0.155590430663251,8.24739207654821,0.313953488372093,12.06640625,25.393125,62.54046875,0,0.166905978767898,0.254530411874943,0,0,0,1500,1.73483546139095,0.140083012133583,7.68312179611647,0.0581395348837209,12.06640625,25.393125,62.54046875,0,0.170100815816485,0.255628650239758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,,1,s651,,1,3,C,1500,0.5,0.5,,250,1.39699274612739,0.201556726960314,23.2179197163311,1.63372093023256,5.86388888888889,19.615,74.5211111111111,0,0.160064499619638,0.172815136040991,0,0,0,750,1.55997629958448,0.176739139574638,14.3152446435729,0.813953488372093,11.69125,27.8421875,60.4665625,0,0.159230945654457,0.254387205926824,0,0,0,1500,1.69199223916962,0.149317410499513,12.3618490228662,0.151162790697674,11.69125,27.8421875,60.4665625,0,0.165529064626673,0.265909690930023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,,1,s652,,1,3,C,1500,0.5,0.5,,250,1.39699274612739,0.201556726960314,23.2179197163311,1.63372093023256,5.86388888888889,19.615,74.5211111111111,0,0.160064499619638,0.172815136040991,0,0,0,750,1.62280754958448,0.156668563107235,6.07795902490761,0.813953488372093,18.6725,34.71875,46.60875,0,0.157759496905687,0.283378418083361,0,0,0,1500,1.73377505166962,0.127996719252258,0.835270982684607,0.151162790697674,18.6725,34.71875,46.60875,0,0.163003458770721,0.296214061922835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,,1,s653,,1,3,B,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.49476269664331,0.175713057392927,22.6909299531849,0.813953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167326510454082,0.165386142057526,0,0,0,1500,1.69141895791962,0.151559644004294,7.75028200243276,0.151162790697674,12.06640625,25.393125,62.54046875,0,0.167504254973889,0.2553716681334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,,1,s654,,1,3,B,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.49009504958448,0.183875013527415,12.0526803140085,0.813953488372093,3.92666666666667,20.2633333333333,75.81,0,0.164258532786237,0.207180423426835,0,0,0,1500,1.69199223916962,0.149317410499513,12.3618490228662,0.151162790697674,11.69125,27.8421875,60.4665625,0,0.165529064626673,0.265909690930023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,,1,s655,,1,3,C,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.61879612101305,0.173680051158748,27.4747024207249,0.813953488372093,18.2267857142857,29.4485714285714,52.3246428571429,0,0.157554205660101,0.26135721478972,0,0,0,1500,1.72627630166962,0.136942717251548,5.15906964176892,0.151162790697674,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161675736015916,0.273195406796746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,,1,s656,,1,3,B,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.61879612101305,0.173680051158748,27.4747024207249,0.813953488372093,18.2267857142857,29.4485714285714,52.3246428571429,0,0.157554205660101,0.26135721478972,0,0,0,1500,1.72627630166962,0.136942717251548,5.15906964176892,0.151162790697674,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161675736015916,0.273195406796746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,,1,s657,,1,3,C,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.61879612101305,0.173680051158748,27.4747024207249,0.813953488372093,18.2267857142857,29.4485714285714,52.3246428571429,0,0.157554205660101,0.26135721478972,0,0,0,1500,1.72627630166962,0.136942717251548,5.15906964176892,0.151162790697674,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161675736015916,0.273195406796746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,,1,s658,,1,3,C,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.61879612101305,0.173680051158748,27.4747024207249,0.813953488372093,18.2267857142857,29.4485714285714,52.3246428571429,0,0.157554205660101,0.26135721478972,0,0,0,1500,1.72627630166962,0.136942717251548,5.15906964176892,0.151162790697674,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161675736015916,0.273195406796746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,,1,s659,,1,3,C,1500,0.5,0.5,,250,1.44552947087181,0.201484117750005,23.7554106034088,1.25581395348837,6.11055555555556,22.1427777777778,71.7466666666667,0,0.15784020681343,0.202832794507563,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.70547198834784,0.148794687733316,11.3292309611138,0.116279069767442,12.06640625,25.393125,62.54046875,0,0.166845444488659,0.255482528376094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,,1,s660,,1,3,C,1500,0.5,0.5,,250,1.44552947087181,0.201484117750005,23.7554106034088,1.25581395348837,6.11055555555556,22.1427777777778,71.7466666666667,0,0.15784020681343,0.202832794507563,0,0,0,750,1.54202769018624,0.178802989013383,13.3941757183051,0.627906976744186,6.11055555555556,22.1427777777778,71.7466666666667,0,0.16327650424194,0.230163987042177,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,,1,s661,,1,3,B,1500,0.5,0.5,,250,1.44552947087181,0.201484117750005,23.7554106034088,1.25581395348837,6.11055555555556,22.1427777777778,71.7466666666667,0,0.15784020681343,0.202832794507563,0,0,0,750,1.54202769018624,0.178802989013383,13.3941757183051,0.627906976744186,6.11055555555556,22.1427777777778,71.7466666666667,0,0.16327650424194,0.230163987042177,0,0,0,1500,1.62895633209784,0.113176744143982,17.4245630199404,0.116279069767442,1.1505,3.457,95.3925,0,0.2013768798082,0.0923127650665313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,,1,s662,,1,3,B,1500,0.5,0.5,,250,1.44552947087181,0.201484117750005,23.7554106034088,1.25581395348837,6.11055555555556,22.1427777777778,71.7466666666667,0,0.15784020681343,0.202832794507563,0,0,0,750,1.54202769018624,0.178802989013383,13.3941757183051,0.627906976744186,6.11055555555556,22.1427777777778,71.7466666666667,0,0.16327650424194,0.230163987042177,0,0,0,1500,1.62895633209784,0.113176744143982,17.4245630199404,0.116279069767442,1.1505,3.457,95.3925,0,0.2013768798082,0.0923127650665313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,,1,s663,,1,3,B,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.50975004958448,0.183963813818097,18.486792350826,0.813953488372093,6.11055555555556,22.1427777777778,71.7466666666667,0,0.161926245612158,0.224847721702892,0,0,0,1500,1.65838935722518,0.159730858829514,13.2374757671372,0.151162790697674,6.11055555555556,22.1427777777778,71.7466666666667,0,0.168880003412834,0.235032213850938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,,1,s664,,1,3,C,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.50975004958448,0.183963813818097,18.486792350826,0.813953488372093,6.11055555555556,22.1427777777778,71.7466666666667,0,0.161926245612158,0.224847721702892,0,0,0,1500,1.65838935722518,0.159730858829514,13.2374757671372,0.151162790697674,6.11055555555556,22.1427777777778,71.7466666666667,0,0.168880003412834,0.235032213850938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,,1,s665,,1,3,C,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.50975004958448,0.183963813818097,18.486792350826,0.813953488372093,6.11055555555556,22.1427777777778,71.7466666666667,0,0.161926245612158,0.224847721702892,0,0,0,1500,1.65838935722518,0.159730858829514,13.2374757671372,0.151162790697674,6.11055555555556,22.1427777777778,71.7466666666667,0,0.168880003412834,0.235032213850938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,,1,s666,,1,3,B,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.50975004958448,0.183963813818097,18.486792350826,0.813953488372093,6.11055555555556,22.1427777777778,71.7466666666667,0,0.161926245612158,0.224847721702892,0,0,0,1500,1.69141895791962,0.151559644004294,7.75028200243276,0.151162790697674,12.06640625,25.393125,62.54046875,0,0.167504254973889,0.2553716681334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,,1,s667,,1,3,B,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.50975004958448,0.183963813818097,18.486792350826,0.813953488372093,6.11055555555556,22.1427777777778,71.7466666666667,0,0.161926245612158,0.224847721702892,0,0,0,1500,1.69141895791962,0.151559644004294,7.75028200243276,0.151162790697674,12.06640625,25.393125,62.54046875,0,0.167504254973889,0.2553716681334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,,1,s668,,1,3,A,1500,0.5,0.5,,250,1.39921274612739,0.205308333790908,23.8279337369079,1.63372093023256,6.11055555555556,22.1427777777778,71.7466666666667,0,0.157458668032119,0.186489290377219,0,0,0,750,1.50975004958448,0.183963813818097,18.486792350826,0.813953488372093,6.11055555555556,22.1427777777778,71.7466666666667,0,0.161926245612158,0.224847721702892,0,0,0,1500,1.69141895791962,0.151559644004294,7.75028200243276,0.151162790697674,12.06640625,25.393125,62.54046875,0,0.167504254973889,0.2553716681334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
